date,England,Wales,Scotland,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East England,London,South East,South West
2022-08-01,115.02226597651568,109.15141097732305,108.18302300658378,108.19351732391928,113.51587195597183,115.10967547787627,122.56089962382109,117.00724731284109,119.04675724760475,110.85074465306988,117.64407019304078,119.95814460426256
2022-09-01,115.47997627887679,109.55890936347518,108.66735424260906,108.59705950177595,114.01685203629413,115.70110630576468,123.29681501447713,117.59367721766833,119.52666919118131,111.29330528938341,117.85230774554454,120.46832540575294
2022-10-01,115.86542377845814,110.15906551920057,109.19910521906198,109.1218091698388,114.50605720551627,116.09553161795097,123.76680041516349,117.99215172928075,119.98929093513058,111.589292481076,118.25073501148171,120.91321028593207
2022-11-01,116.39252164579842,110.68600940214239,109.77752060457613,109.53643060828522,115.19728286351155,116.50218138844168,124.56466449232302,118.4065709931455,120.46191334940141,112.1809562344331,118.67566221919361,121.29700974921991
2022-12-01,116.95699410169044,111.21810614222476,110.35609527154034,110.09815129731555,115.61971325126427,117.17546555941847,125.0312057324336,118.96191788689224,121.0461372008147,112.79313235219878,119.28552768054716,121.68420795349881
2023-01-01,117.5027029876468,111.73077367378639,110.88757572652203,110.6659282781596,116.09336628552347,118.0176586918398,125.51606464012823,119.37701846317293,121.53716549815104,113.31072448890835,119.83170659824056,122.3391885158797
2023-02-01,117.90214613803163,112.1117684088245,111.45542784802089,111.05576398257743,116.47561885429496,118.32099675951066,125.85611031753223,119.72958696227758,121.916136780335,113.73431352565872,120.25791755245412,122.7821220566657
2023-03-01,118.34361247256639,112.49693134245024,111.86768840078776,111.34153264544166,116.79902412726932,118.89051178233969,126.24301625473908,120.18537453005418,122.4006967195255,114.16910589824623,120.7115352188499,123.25158776226685
2023-04-01,118.8450059466932,113.22465211406663,112.40682616632935,111.60672749692063,117.2072706777006,119.44664260216177,126.62874317251853,120.86374120005922,122.82586189019413,114.74248669773928,121.20213096960417,123.62164921968582
2023-05-01,119.41723261834798,113.70364992158719,113.0579387953613,112.02083568079719,117.7888669907738,119.82961255923254,127.17734757146957,121.99189655589082,123.37503665064136,115.32723802325762,121.63938648609214,124.18708365585991
2023-06-01,120.00249675855285,114.76274421856954,113.6224714026515,112.37895642365294,118.34320164031327,120.22846568939016,127.65251687690171,122.73402996718015,123.92195927894755,115.93927590135016,122.29315671381225,124.78913764321314
2023-07-01,120.58901122911796,115.66540932411075,114.12263869521311,112.89062104117545,118.84006896010465,120.84195671374944,128.2131245809387,123.09638750713083,124.55243853890173,116.5659058584009,123.02837417425773,125.19990197297737
2023-08-01,121.28895012950932,116.19401066747305,114.68919561013364,113.41643621553207,119.35480446413543,121.23141226100145,128.80584204671703,123.74389594138636,125.13903562417899,117.42998606353913,123.84196171737972,125.76291978298457
2023-09-01,121.97882992134379,117.0636962226475,115.21846092203718,113.742589323041,119.98473328880085,121.95730099773895,129.70155969942644,124.30053023524965,125.75271969515099,118.1793098314194,124.4286492402292,126.57304011767228
2023-10-01,122.8319745755342,117.8031930423128,115.99312528057312,114.21528406140035,120.54062401222598,122.91471525977553,130.8079469459169,124.92977710192545,126.52847202388821,119.18832850055152,125.06028116449626,127.55884096666763
2023-11-01,123.52827415852137,118.76568828410994,116.62747794793546,114.64709013334966,121.36245508246186,123.75294739451672,131.57626579153458,125.47380228963219,127.11960260842956,119.90175715551655,125.72753517635762,128.269121343996
2023-12-01,124.08158643144411,119.15099884225681,117.27509247953513,115.13201485689125,122.00482783870098,124.22685345796003,132.09082496919842,125.84487748756783,127.5535433274321,120.49630712272807,126.45909026245403,128.6656866348255
2024-01-01,124.72020612480581,119.5279187006511,118.4184930921192,115.88109329355774,122.72402672984481,124.58524203444668,132.78999653020756,126.73253495407444,128.1403919875677,121.18508486765629,127.02839009195569,129.18471576429437
